"Key Model Metrics, by Asset Aggregate, Legal Form, and Financing Source, 2025 - 2035 (returns and EMTRs are in percent; tax wedges are in percentage points; weights are in millions of dollars)"
weighting_method,asset_aggs,legal_forms,financing,year,req_before_tax_returns,req_after_tax_returns_savers,total_tax_wedges,total_EMTRs,req_after_tax_returns_investors,c_corp_tax_wedges,c_corp_EMTRs,weights
uniformity,Nonresidential structures,ooh,typical (biz),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,ooh,typical (biz),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,ooh,typical (biz),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2032,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2033,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2034,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,ooh,typical (biz+ooh),2035,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Nonresidential structures,biz,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical_equity,2025,6.23,4.74,1.49,23.97,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2026,6.35,4.73,1.62,25.46,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2027,6.4,4.74,1.67,26.03,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2028,6.4,4.74,1.66,25.98,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2029,6.4,4.74,1.66,25.96,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2030,6.41,4.74,1.67,26.08,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2031,6.41,4.73,1.67,26.12,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2032,6.4,4.73,1.67,26.14,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2033,6.41,4.73,1.68,26.18,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2034,6.4,4.73,1.68,26.18,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,typical_equity,2035,6.4,4.73,1.68,26.2,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz,debt,2025,5.25,4.74,0.51,9.67,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2026,5.27,4.73,0.54,10.24,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2027,5.34,4.74,0.61,11.35,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2028,5.36,4.74,0.62,11.58,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2029,5.37,4.74,0.63,11.8,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2030,5.39,4.74,0.66,12.16,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2031,5.39,4.73,0.65,12.13,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2032,5.38,4.73,0.65,12.12,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2033,5.38,4.73,0.65,12.15,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2034,5.38,4.73,0.65,12.07,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,debt,2035,5.37,4.73,0.65,12.07,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz,typical (biz),2025,5.9,4.74,1.16,19.66,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2026,5.98,4.73,1.25,20.92,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2027,6.04,4.74,1.31,21.64,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2028,6.05,4.74,1.31,21.66,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2029,6.05,4.74,1.31,21.7,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2030,6.06,4.74,1.33,21.89,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2031,6.06,4.73,1.33,21.91,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2032,6.06,4.73,1.33,21.92,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2033,6.06,4.73,1.33,21.96,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2034,6.06,4.73,1.33,21.94,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz),2035,6.06,4.73,1.33,21.95,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz,typical (biz+ooh),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical_equity,2025,6.23,4.74,1.49,23.97,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2026,6.35,4.73,1.62,25.46,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2027,6.4,4.74,1.67,26.03,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2028,6.4,4.74,1.66,25.98,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2029,6.4,4.74,1.66,25.96,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2030,6.41,4.74,1.67,26.08,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2031,6.41,4.73,1.67,26.12,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2032,6.4,4.73,1.67,26.14,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2033,6.41,4.73,1.68,26.18,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2034,6.4,4.73,1.68,26.18,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,typical_equity,2035,6.4,4.73,1.68,26.2,NA,NA,NA,10740793.43
uniformity,Nonresidential structures,biz+ooh,debt,2025,5.25,4.74,0.51,9.67,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2026,5.27,4.73,0.54,10.24,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2027,5.34,4.74,0.61,11.35,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2028,5.36,4.74,0.62,11.58,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2029,5.37,4.74,0.63,11.8,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2030,5.39,4.74,0.66,12.16,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2031,5.39,4.73,0.65,12.13,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2032,5.38,4.73,0.65,12.12,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2033,5.38,4.73,0.65,12.15,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2034,5.38,4.73,0.65,12.07,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,debt,2035,5.37,4.73,0.65,12.07,NA,NA,NA,5500411.76
uniformity,Nonresidential structures,biz+ooh,typical (biz),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2025,5.9,4.74,1.16,19.66,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2026,5.98,4.73,1.25,20.92,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2027,6.04,4.74,1.31,21.64,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2028,6.05,4.74,1.31,21.66,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2029,6.05,4.74,1.31,21.7,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2030,6.06,4.74,1.33,21.89,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2031,6.06,4.73,1.33,21.91,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2032,6.06,4.73,1.33,21.92,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2033,6.06,4.73,1.33,21.96,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2034,6.06,4.73,1.33,21.94,NA,NA,NA,16241205.18
uniformity,Nonresidential structures,biz+ooh,typical (biz+ooh),2035,6.06,4.73,1.33,21.95,NA,NA,NA,16241205.18
uniformity,Residential property,c_corp,new_equity,2025,6.51,4.64,1.87,28.71,5.33,1.18,18.07,479983.65
uniformity,Residential property,c_corp,new_equity,2026,6.51,4.63,1.88,28.84,5.33,1.18,18.1,479983.65
uniformity,Residential property,c_corp,new_equity,2027,6.51,4.64,1.88,28.81,5.33,1.18,18.13,479983.65
uniformity,Residential property,c_corp,new_equity,2028,6.51,4.64,1.87,28.79,5.33,1.18,18.13,479983.65
uniformity,Residential property,c_corp,new_equity,2029,6.51,4.64,1.87,28.74,5.33,1.18,18.13,479983.65
uniformity,Residential property,c_corp,new_equity,2030,6.51,4.64,1.88,28.79,5.33,1.18,18.13,479983.65
uniformity,Residential property,c_corp,new_equity,2031,6.51,4.63,1.88,28.86,5.33,1.18,18.13,479983.65
uniformity,Residential property,c_corp,new_equity,2032,6.51,4.63,1.88,28.91,5.33,1.18,18.13,479983.65
uniformity,Residential property,c_corp,new_equity,2033,6.51,4.63,1.89,28.95,5.33,1.18,18.13,479983.65
uniformity,Residential property,c_corp,new_equity,2034,6.51,4.63,1.89,28.97,5.33,1.18,18.13,479983.65
uniformity,Residential property,c_corp,new_equity,2035,6.51,4.63,1.89,28.98,5.33,1.18,18.13,479983.65
uniformity,Residential property,c_corp,retained_earnings,2025,6.56,4.84,1.73,26.29,5.33,1.23,18.76,479983.65
uniformity,Residential property,c_corp,retained_earnings,2026,6.57,4.83,1.73,26.4,5.33,1.23,18.79,479983.65
uniformity,Residential property,c_corp,retained_earnings,2027,6.57,4.83,1.73,26.39,5.33,1.24,18.82,479983.65
uniformity,Residential property,c_corp,retained_earnings,2028,6.57,4.84,1.73,26.37,5.33,1.24,18.82,479983.65
uniformity,Residential property,c_corp,retained_earnings,2029,6.57,4.84,1.73,26.34,5.33,1.24,18.82,479983.65
uniformity,Residential property,c_corp,retained_earnings,2030,6.57,4.84,1.73,26.38,5.33,1.24,18.82,479983.65
uniformity,Residential property,c_corp,retained_earnings,2031,6.57,4.83,1.74,26.42,5.33,1.24,18.82,479983.65
uniformity,Residential property,c_corp,retained_earnings,2032,6.57,4.83,1.74,26.45,5.33,1.24,18.82,479983.65
uniformity,Residential property,c_corp,retained_earnings,2033,6.57,4.83,1.74,26.48,5.33,1.24,18.82,479983.65
uniformity,Residential property,c_corp,retained_earnings,2034,6.57,4.83,1.74,26.49,5.33,1.24,18.82,479983.65
uniformity,Residential property,c_corp,retained_earnings,2035,6.57,4.83,1.74,26.5,5.33,1.24,18.82,479983.65
uniformity,Residential property,c_corp,typical_equity,2025,6.54,4.74,1.8,27.49,5.33,1.2,18.41,959967.3
uniformity,Residential property,c_corp,typical_equity,2026,6.54,4.73,1.81,27.61,5.33,1.21,18.44,959967.3
uniformity,Residential property,c_corp,typical_equity,2027,6.54,4.74,1.8,27.59,5.33,1.21,18.47,959967.3
uniformity,Residential property,c_corp,typical_equity,2028,6.54,4.74,1.8,27.57,5.33,1.21,18.47,959967.3
uniformity,Residential property,c_corp,typical_equity,2029,6.54,4.74,1.8,27.53,5.33,1.21,18.47,959967.3
uniformity,Residential property,c_corp,typical_equity,2030,6.54,4.74,1.8,27.58,5.33,1.21,18.47,959967.3
uniformity,Residential property,c_corp,typical_equity,2031,6.54,4.73,1.81,27.64,5.33,1.21,18.47,959967.3
uniformity,Residential property,c_corp,typical_equity,2032,6.54,4.73,1.81,27.67,5.33,1.21,18.47,959967.3
uniformity,Residential property,c_corp,typical_equity,2033,6.54,4.73,1.81,27.71,5.33,1.21,18.47,959967.3
uniformity,Residential property,c_corp,typical_equity,2034,6.54,4.73,1.81,27.72,5.33,1.21,18.47,959967.3
uniformity,Residential property,c_corp,typical_equity,2035,6.54,4.73,1.81,27.74,5.33,1.21,18.47,959967.3
uniformity,Residential property,c_corp,debt,2025,5.47,4.74,0.73,13.4,5.33,0.14,2.55,461995.82
uniformity,Residential property,c_corp,debt,2026,5.52,4.73,0.79,14.32,5.33,0.19,3.46,461995.82
uniformity,Residential property,c_corp,debt,2027,5.55,4.74,0.81,14.62,5.33,0.21,3.86,461995.82
uniformity,Residential property,c_corp,debt,2028,5.56,4.74,0.82,14.78,5.33,0.23,4.07,461995.82
uniformity,Residential property,c_corp,debt,2029,5.57,4.74,0.83,14.9,5.33,0.24,4.26,461995.82
uniformity,Residential property,c_corp,debt,2030,5.59,4.74,0.85,15.19,5.33,0.25,4.53,461995.82
uniformity,Residential property,c_corp,debt,2031,5.58,4.73,0.84,15.13,5.33,0.24,4.38,461995.82
uniformity,Residential property,c_corp,debt,2032,5.57,4.73,0.84,15.13,5.33,0.24,4.34,461995.82
uniformity,Residential property,c_corp,debt,2033,5.58,4.73,0.85,15.21,5.33,0.24,4.38,461995.82
uniformity,Residential property,c_corp,debt,2034,5.57,4.73,0.84,15.12,5.33,0.24,4.25,461995.82
uniformity,Residential property,c_corp,debt,2035,5.57,4.73,0.84,15.12,5.33,0.24,4.24,461995.82
uniformity,Residential property,c_corp,typical (biz),2025,6.16,4.74,1.42,23.09,5.33,0.83,13.46,1421963.12
uniformity,Residential property,c_corp,typical (biz),2026,6.18,4.73,1.45,23.44,5.33,0.85,13.74,1421963.12
uniformity,Residential property,c_corp,typical (biz),2027,6.19,4.74,1.46,23.51,5.33,0.86,13.87,1421963.12
uniformity,Residential property,c_corp,typical (biz),2028,6.2,4.74,1.46,23.54,5.33,0.86,13.93,1421963.12
uniformity,Residential property,c_corp,typical (biz),2029,6.2,4.74,1.46,23.55,5.33,0.87,13.99,1421963.12
uniformity,Residential property,c_corp,typical (biz),2030,6.2,4.74,1.47,23.66,5.33,0.87,14.06,1421963.12
uniformity,Residential property,c_corp,typical (biz),2031,6.2,4.73,1.47,23.68,5.33,0.87,14.02,1421963.12
uniformity,Residential property,c_corp,typical (biz),2032,6.2,4.73,1.47,23.71,5.33,0.87,14.01,1421963.12
uniformity,Residential property,c_corp,typical (biz),2033,6.2,4.73,1.47,23.76,5.33,0.87,14.02,1421963.12
uniformity,Residential property,c_corp,typical (biz),2034,6.2,4.73,1.47,23.74,5.33,0.87,13.98,1421963.12
uniformity,Residential property,c_corp,typical (biz),2035,6.2,4.73,1.47,23.75,5.33,0.87,13.98,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2025,1.07,0.83,0.24,22.58,0.93,0.14,12.89,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2026,1.07,0.83,0.25,22.93,0.93,0.14,13.17,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2027,1.07,0.83,0.25,22.99,0.93,0.14,13.29,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2028,1.07,0.83,0.25,23.03,0.93,0.14,13.36,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2029,1.08,0.83,0.25,23.05,0.93,0.14,13.42,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2030,1.08,0.83,0.25,23.17,0.93,0.15,13.51,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2031,1.08,0.83,0.25,23.19,0.93,0.14,13.46,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2032,1.08,0.83,0.25,23.22,0.93,0.14,13.45,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2033,1.08,0.83,0.25,23.27,0.93,0.14,13.46,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2034,1.08,0.83,0.25,23.24,0.93,0.14,13.42,1421963.12
uniformity,Residential property,c_corp,typical (biz+ooh),2035,1.08,0.83,0.25,23.26,0.93,0.14,13.42,1421963.12
uniformity,Residential property,pass_thru,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,pass_thru,typical_equity,2025,6.16,4.74,1.42,23.02,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2026,6.53,4.73,1.8,27.57,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2027,6.53,4.74,1.8,27.51,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2028,6.52,4.74,1.79,27.4,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2029,6.52,4.74,1.78,27.29,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2030,6.53,4.74,1.79,27.44,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2031,6.51,4.73,1.78,27.34,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2032,6.51,4.73,1.78,27.34,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2033,6.52,4.73,1.79,27.46,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2034,6.51,4.73,1.78,27.39,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,typical_equity,2035,6.51,4.73,1.79,27.42,NA,NA,NA,2686595.73
uniformity,Residential property,pass_thru,debt,2025,5.26,4.74,0.53,9.98,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,debt,2026,5.11,4.73,0.38,7.41,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,debt,2027,5.15,4.74,0.42,8.1,NA,NA,NA,1514492.2
