"Key Model Metrics, by Asset Aggregate, Legal Form, and Financing Source, 2025 - 2035 (returns and EMTRs are in percent; tax wedges are in percentage points; weights are in millions of dollars)"
weighting_method,asset_aggs,legal_forms,financing,year,req_before_tax_returns,req_after_tax_returns_savers,total_tax_wedges,total_EMTRs,req_after_tax_returns_investors,c_corp_tax_wedges,c_corp_EMTRs,weights
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz),2032,5.95,4.73,1.22,20.49,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz),2033,5.95,4.73,1.22,20.56,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz),2034,5.95,4.73,1.22,20.49,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz),2035,5.94,4.73,1.22,20.5,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2025,2.9,2.38,0.51,17.75,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2026,3.0,2.38,0.62,20.8,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2027,3.03,2.38,0.65,21.4,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2028,3.03,2.38,0.65,21.45,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2029,3.03,2.38,0.65,21.5,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2030,3.04,2.38,0.66,21.74,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2031,3.04,2.38,0.66,21.67,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2032,3.04,2.38,0.66,21.67,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2033,3.04,2.38,0.66,21.74,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2034,3.03,2.38,0.66,21.66,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",pass_thru,typical (biz+ooh),2035,3.03,2.38,0.66,21.67,NA,NA,NA,16903403.33
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2025,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2026,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2027,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2028,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2029,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2030,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2031,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2032,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2033,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2034,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,typical_equity,2035,NA,NA,NA,NA,NA,NA,NA,27864431.69
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2025,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2026,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2027,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2028,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2029,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2030,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2031,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2032,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2033,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2034,NA,NA,NA,NA,NA,NA,NA,19243652.31
uniformity,"All equipment, structures, IPP, inventories, and land",ooh,debt,2035,NA,NA,NA,NA,NA,NA,NA,19243652.31
