"Share of assets in pass-throughs, by industries and asset types",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industries/Asset types,Computers and peripheral equipment,Communication equipment,Nonelectronic medical instruments,Electronic medical instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Nuclear fuel,Other fabricated metal products,Steam engines,Internal combustion engines,Metalworking machinery,"Special industrial machinery, n.e.c.",General industrial equipment,"Electric transmission, distribution and industrial apparatus",Light trucks (including utility vehicles),"Other trucks, buses, and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Household furniture,Other furniture and fixtures,Other agricultural machinery,Farm tractors,Other construction machinery,Construction tractors,Mining and oilfield machinery,Service industry machinery,Household appliances,"Other electrical equipment, n.e.c",Other nonresidential equipment,Office and medical buildings,Hospitals and special care facilities,Warehouses,Mobile structures,Other commercial buildings,Manufacturing buildings,Regulated electric power structures,Unregulated electric power structures,Regulated wind and solar power structures,Unregulated wind and solar power structures,Gas power structures,Petroleum pipelines,Communication structures,Depreciable petroleum and natural gas structures,Depreciable mining structures,Religious buildings,Educational and vocational buildings,Lodging buildings,Amusement and recreation buildings,Track replacement,Other railroad structures,Other transportation structures,Farm buildings,Water supply and sewer and waste disposal facilities,"Public safety, highways, conservation, and development",Oil and gas exploration (geological and geophysical)--integrated,Oil and gas exploration (geological and geophysical)--independent,Oil and gas development (intangible drilling costs)--integrated,Oil and gas development (intangible drilling costs)--independent,Other mineral exploration--C corps,Other mineral exploration--pass-throughs,Other mineral development--C corps,Other mineral development--pass-throughs,Prepackaged software,Custom software,Credit-eligible own account software,Other own-account software,Credit-eligible research and development,Other research and development,Theatrical movies,Long-lived television programs,Books,Music,Other entertainment originals,Reserved for non-BEA intangibles,Reserved for non-BEA intangibles,Residential equipment,Residential buildings,Inventories,Land,Reserved for non-BEA natural resources,Reserved for non-BEA natural resources,Reserved for non-BEA natural resources
Insurance_Carriers,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0.0057,0,0.0057,0,0.0083,0,1,0,1,0.0083,0.0083,0.0082,0.0056,0.0082,0.0056,0.0083,0.0083,0.0083,0.0083,0.0083,0,0,0.0057,0.0057,0.1714,0.0434,0,0,0
Insurance_Agencies_and_Brokers_and_Related_Services,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0.3625,0,0.3625,0,0.0787,0,1,0,1,0.0787,0.0787,0.1834,0.1705,0.1834,0.1705,0.0787,0.0787,0.0787,0.0787,0.0787,0,0,0.3625,0.3625,0.6408,0.4659,0,0,0
"Funds,_Trusts,_and_Other_Financial_Vehicles_",0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0,0.2057,0,0.2489,0,1,0,1,0.2489,0.2489,0.278,0.1585,0.278,0.1585,0.2489,0.2489,0.2489,0.2489,0.2489,0,0,0.2057,0.2057,0.2874,0.2725,0,0,0
Real_Estate,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0.6872,0,0.6872,0,0.4758,0,1,0,1,0.4758,0.4758,0.5932,0.5008,0.5932,0.5008,0.4758,0.4758,0.4758,0.4758,0.4758,0,0,0.6872,0.6872,0.6584,0.7097,0,0,0
Rental_and_Leasing_(Including_Nonfinancial_Intangibles),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0,0.1176,0,1,0,1,0.1176,0.1176,0.1857,0.1785,0.1857,0.1785,0.1176,0.1176,0.1176,0.1176,0.1176,0,0,0.3,0.3,0.6125,0.5997,0,0,0
Legal_Services,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0.7538,0,0.7538,0,0.7136,0,1,0,1,0.7136,0.7136,0.7578,0.6168,0.7578,0.6168,0.7136,0.7136,0.7136,0.7136,0.7136,0,0,0.7538,0.7538,0.8807,0.8741,0,0,0
Computer_Systems_Design_and_Related_Services,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0.1716,0,0.1716,0,0.0516,0,1,0,1,0.0516,0.0516,0.096,0.0881,0.096,0.0881,0.0516,0.0516,0.0516,0.0516,0.0516,0,0,0.1716,0.1716,0.2968,0.2075,0,0,0
"Other_Professional,_Scientific,_and_Technical_Services",0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0.3538,0,0.3538,0,0.1085,0,1,0,1,0.1085,0.1085,0.2123,0.1452,0.2123,0.1452,0.1085,0.1085,0.1085,0.1085,0.1085,0,0,0.3538,0.3538,0.3747,0.5872,0,0,0
Management_Of_Companies_and_Enterprises,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0,0.057,0,0.0242,0,1,0,1,0.0242,0.0242,0.0427,0.0244,0.0427,0.0244,0.0242,0.0242,0.0242,0.0242,0.0242,0,0,0.057,0.057,0.3325,0.0907,0,0,0
Administrative_and_Support_Services,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0.4659,0,0.4659,0,0.1114,0,1,0,1,0.1114,0.1114,0.2453,0.2183,0.2453,0.2183,0.1114,0.1114,0.1114,0.1114,0.1114,0,0,0.4659,0.4659,0.4727,0.4774,0,0,0
Waste_Management_and_Remediation_Services,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0.1825,0,0.1825,0,0.0368,0,1,0,1,0.0368,0.0368,0.0895,0.0868,0.0895,0.0868,0.0368,0.0368,0.0368,0.0368,0.0368,0,0,0.1825,0.1825,0.2661,0.2666,0,0,0
Educational_Services,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0,0.0398,0,0.0099,0,1,0,1,0.0099,0.0099,0.1885,0.0057,0.1885,0.0057,0.0099,0.0099,0.0099,0.0099,0.0099,0,0,0.0398,0.0398,0.103,0.0477,0,0,0
Ambulatory_Health_Care_Services,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0.2384,0,0.2384,0,0.0644,0,1,0,1,0.0644,0.0644,0.2122,0.0576,0.2122,0.0576,0.0644,0.0644,0.0644,0.0644,0.0644,0,0,0.2384,0.2384,0.2426,0.2998,0,0,0
Hospitals,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0,0.013,0,0.0163,0,1,0,1,0.0163,0.0163,0.0691,0.0046,0.0691,0.0046,0.0163,0.0163,0.0163,0.0163,0.0163,0,0,0.013,0.013,0.1146,0.0103,0,0,0
Nursing_and_Residential_Care_Facilities,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0,0.2019,0,0.2409,0,1,0,1,0.2409,0.2409,0.5006,0.0868,0.5006,0.0868,0.2409,0.2409,0.2409,0.2409,0.2409,0,0,0.2019,0.2019,0.3689,0.2053,0,0,0
Social_Assistance,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0,0.1308,0,0.0556,0,1,0,1,0.0556,0.0556,0.3185,0.0259,0.3185,0.0259,0.0556,0.0556,0.0556,0.0556,0.0556,0,0,0.1308,0.1308,0.2448,0.1559,0,0,0
"Performing_Arts,_Spectator_Sports,_Museums,_and_Related_Activities",0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0.2906,0,0.2906,0,0.3096,0,1,0,1,0.3096,0.3096,0.4352,0.1595,0.4352,0.1595,0.7337,0.7337,0.7337,0.7337,0.7337,0,0,0.2906,0.2906,0.5428,0.2887,0,0,0
"Amusement,_Gambling,_and_Recreation_Services",0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0.1503,0,0.1503,0,0.0995,0,1,0,1,0.0995,0.0995,0.1839,0.0569,0.1839,0.0569,0.0995,0.0995,0.0995,0.0995,0.0995,0,0,0.1503,0.1503,0.4204,0.1694,0,0,0
Accomodation,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0,0.39,0,0.0632,0,1,0,1,0.0632,0.0632,0.1873,0.1608,0.1873,0.1608,0.0632,0.0632,0.0632,0.0632,0.0632,0,0,0.39,0.39,0.2421,0.3149,0,0,0
Food_Services_and_Drinking_Places,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0.4869,0,0.4869,0,0.198,0,1,0,1,0.198,0.198,0.3022,0.2979,0.3022,0.2979,0.198,0.198,0.198,0.198,0.198,0,0,0.4869,0.4869,0.4984,0.5086,0,0,0
Other_Services_(Except_Public_Administration),0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0.1801,0,0.1801,0,0.1058,0,1,0,1,0.1058,0.1058,0.3562,0.0463,0.3562,0.0463,0.1058,0.1058,0.1058,0.1058,0.1058,0,0,0.1801,0.1801,0.3218,0.1564,0,0,0
Owner-occupied_Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
